MsgID.STATE,1521839760.0748959,False,False
MsgID.LOCAL_POSITION,1521839829.7651579,355.4745789,75.9123383,-5.0109191
MsgID.LOCAL_VELOCITY,1521839829.7651579,6.6635909,-1.3323728,0.0969662
MsgID.GLOBAL_POSITION,1521839830.0147860,-122.3966070,37.7956949,5.0080000
MsgID.LOCAL_VELOCITY,1521839830.0147860,6.2500000,-2.6200000,0.0700000
MsgID.LOCAL_POSITION,1521839830.0150390,357.1649780,75.2232742,-5.0083117
MsgID.LOCAL_VELOCITY,1521839830.0150390,6.2534418,-2.6241980,0.0793150
MsgID.STATE,1521839830.2296441,True,True
MsgID.GLOBAL_HOME,1521839830.2298381,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839830.2650530,-122.3966163,37.7957072,5.0010000
MsgID.LOCAL_VELOCITY,1521839830.2650530,5.8100000,-3.7100000,0.0200000
MsgID.LOCAL_POSITION,1521839830.2653739,358.5287781,74.3995590,-5.0010743
MsgID.LOCAL_VELOCITY,1521839830.2653739,5.8180017,-3.7163019,0.0203064
MsgID.GLOBAL_POSITION,1521839830.5144472,-122.3966296,37.7957212,4.9970000
MsgID.LOCAL_VELOCITY,1521839830.5144472,5.3400000,-4.8700000,-0.0200000
MsgID.LOCAL_POSITION,1521839830.5146282,360.0830994,73.2095413,-4.9974618
MsgID.LOCAL_VELOCITY,1521839830.5146282,5.3417807,-4.8772559,-0.0203042
MsgID.GLOBAL_POSITION,1521839830.7657421,-122.3966420,37.7957323,4.9910000
MsgID.LOCAL_VELOCITY,1521839830.7657421,4.8800000,-5.8100000,-0.0400000
MsgID.LOCAL_POSITION,1521839830.7659180,361.3172302,72.1097260,-4.9915218
MsgID.LOCAL_VELOCITY,1521839830.7659180,4.8805742,-5.8138676,-0.0464535
MsgID.GLOBAL_POSITION,1521839831.0152490,-122.3966625,37.7957424,5.0020000
MsgID.LOCAL_VELOCITY,1521839831.0152490,4.2300000,-6.8100000,-0.1000000
MsgID.LOCAL_POSITION,1521839831.0154712,362.4368591,70.2896042,-5.0024023
MsgID.LOCAL_VELOCITY,1521839831.0154712,4.2313366,-6.8117108,-0.1003438
MsgID.STATE,1521839831.2299032,True,True
MsgID.GLOBAL_HOME,1521839831.2301199,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839831.2652240,-122.3966795,37.7957495,5.0000000
MsgID.LOCAL_VELOCITY,1521839831.2652240,3.5400000,-7.1000000,0.0200000
MsgID.LOCAL_POSITION,1521839831.2654510,363.2353210,68.7782974,-5.0005903
MsgID.LOCAL_VELOCITY,1521839831.2654510,3.5455949,-7.1070395,0.0244207
MsgID.GLOBAL_POSITION,1521839831.5149541,-122.3966987,37.7957593,4.9930000
MsgID.LOCAL_VELOCITY,1521839831.5149541,3.0900000,-6.0200000,0.0100000
MsgID.LOCAL_POSITION,1521839831.5151639,364.3245850,67.0756760,-4.9930663
MsgID.LOCAL_VELOCITY,1521839831.5151639,3.0988896,-6.0246344,0.0166427
MsgID.GLOBAL_POSITION,1521839831.7671230,-122.3967155,37.7957662,5.0030000
MsgID.LOCAL_VELOCITY,1521839831.7671230,3.9900000,-4.8800000,-0.0200000
MsgID.LOCAL_POSITION,1521839831.7674549,365.0814819,65.5788803,-5.0034580
MsgID.LOCAL_VELOCITY,1521839831.7674549,3.9985619,-4.8888760,-0.0270990
MsgID.GLOBAL_POSITION,1521839832.0169978,-122.3967270,37.7957754,5.0180000
MsgID.LOCAL_VELOCITY,1521839832.0169978,4.7800000,-3.6900000,0.0200000
MsgID.LOCAL_POSITION,1521839832.0171940,366.1115723,64.5593948,-5.0189304
MsgID.LOCAL_VELOCITY,1521839832.0171940,4.7887764,-3.6992810,0.0264129
MsgID.STATE,1521839832.2295110,True,True
MsgID.GLOBAL_HOME,1521839832.2296979,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839832.2669351,-122.3967360,37.7957882,5.0130000
MsgID.LOCAL_VELOCITY,1521839832.2669351,5.3700000,-2.7600000,0.1300000
MsgID.LOCAL_POSITION,1521839832.2671840,367.5354919,63.7559776,-5.0134487
MsgID.LOCAL_VELOCITY,1521839832.2671840,5.3773618,-2.7657764,0.1319101
MsgID.GLOBAL_POSITION,1521839832.5169389,-122.3967427,37.7958016,4.9980000
MsgID.LOCAL_VELOCITY,1521839832.5169389,6.1800000,-1.7300000,0.0100000
MsgID.LOCAL_POSITION,1521839832.5171800,369.0204773,63.1638565,-4.9989333
MsgID.LOCAL_VELOCITY,1521839832.5171800,6.1833682,-1.7352464,0.0133664
MsgID.GLOBAL_POSITION,1521839832.7666180,-122.3967452,37.7958149,4.9900000
MsgID.LOCAL_VELOCITY,1521839832.7666180,6.8600000,-0.9500000,-0.0600000
MsgID.LOCAL_POSITION,1521839832.7668438,370.4922791,62.9424858,-4.9902024
MsgID.LOCAL_VELOCITY,1521839832.7668438,6.8666296,-0.9535325,-0.0606313
MsgID.GLOBAL_POSITION,1521839833.0166941,-122.3967487,37.7958327,4.9830000
MsgID.LOCAL_VELOCITY,1521839833.0166941,7.6400000,-0.2100000,-0.1000000
MsgID.LOCAL_POSITION,1521839833.0169401,372.4743347,62.6285324,-4.9834108
MsgID.LOCAL_VELOCITY,1521839833.0169401,7.6476021,-0.2106386,-0.1089950
MsgID.STATE,1521839833.2288840,True,True
MsgID.GLOBAL_HOME,1521839833.2291250,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839833.2660940,-122.3967479,37.7958491,4.9850000
MsgID.LOCAL_VELOCITY,1521839833.2660940,8.2900000,0.2900000,-0.1500000
MsgID.LOCAL_POSITION,1521839833.2663150,374.2951050,62.6996956,-4.9853177
MsgID.LOCAL_VELOCITY,1521839833.2663150,8.2973547,0.2933803,-0.1549778
MsgID.GLOBAL_POSITION,1521839833.5163279,-122.3967456,37.7958693,4.9780000
MsgID.LOCAL_VELOCITY,1521839833.5163279,8.6500000,0.5600000,-0.1000000
MsgID.LOCAL_POSITION,1521839833.5165110,376.5437317,62.9020844,-4.9783821
MsgID.LOCAL_VELOCITY,1521839833.5165110,8.6563864,0.5638844,-0.1097435
MsgID.GLOBAL_POSITION,1521839833.7673879,-122.3967440,37.7958877,4.9800000
MsgID.LOCAL_VELOCITY,1521839833.7673879,8.7600000,0.6600000,-0.1700000
MsgID.LOCAL_POSITION,1521839833.7676642,378.5884094,63.0478363,-4.9801059
MsgID.LOCAL_VELOCITY,1521839833.7676642,8.7665119,0.6658473,-0.1735067
MsgID.GLOBAL_POSITION,1521839834.0172770,-122.3967408,37.7959099,4.9990000
MsgID.LOCAL_VELOCITY,1521839834.0172770,8.8000000,0.7100000,-0.1300000
MsgID.LOCAL_POSITION,1521839834.0174510,381.0512390,63.3278847,-4.9996500
MsgID.LOCAL_VELOCITY,1521839834.0174510,8.8075323,0.7126555,-0.1397354
MsgID.STATE,1521839834.2288620,True,True
MsgID.GLOBAL_HOME,1521839834.2290771,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839834.2661829,-122.3967379,37.7959272,5.0070000
MsgID.LOCAL_VELOCITY,1521839834.2661829,8.8000000,0.7100000,-0.0100000
MsgID.LOCAL_POSITION,1521839834.2664189,382.9708252,63.5869484,-5.0077910
MsgID.LOCAL_VELOCITY,1521839834.2664189,8.8075962,0.7159512,-0.0109333
MsgID.GLOBAL_POSITION,1521839834.5173829,-122.3967371,37.7959474,5.0090000
MsgID.LOCAL_VELOCITY,1521839834.5173829,8.8200000,0.7000000,0.0100000
MsgID.LOCAL_POSITION,1521839834.5175769,385.2143250,63.6574669,-5.0096211
MsgID.LOCAL_VELOCITY,1521839834.5175769,8.8289890,0.7047348,0.0182750
MsgID.GLOBAL_POSITION,1521839834.7665601,-122.3967362,37.7959670,5.0160000
MsgID.LOCAL_VELOCITY,1521839834.7665601,8.8200000,0.7000000,0.1100000
MsgID.LOCAL_POSITION,1521839834.7667949,387.3982239,63.7405319,-5.0163593
MsgID.LOCAL_VELOCITY,1521839834.7667949,8.8260288,0.7099905,0.1145694
MsgID.GLOBAL_POSITION,1521839835.0165930,-122.3967332,37.7959867,5.0090000
MsgID.LOCAL_VELOCITY,1521839835.0165930,8.8300000,0.7200000,0.1400000
MsgID.LOCAL_POSITION,1521839835.0167830,389.5885315,64.0014343,-5.0092850
MsgID.LOCAL_VELOCITY,1521839835.0167830,8.8324995,0.7287391,0.1452017
MsgID.STATE,1521839835.2288692,True,True
MsgID.GLOBAL_HOME,1521839835.2291992,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839835.2668400,-122.3967307,37.7960054,5.0120000
MsgID.LOCAL_VELOCITY,1521839835.2668400,8.8400000,0.7300000,0.1500000
MsgID.LOCAL_POSITION,1521839835.2671349,391.6632690,64.2301102,-5.0125861
MsgID.LOCAL_VELOCITY,1521839835.2671349,8.8459148,0.7301144,0.1523568
MsgID.GLOBAL_POSITION,1521839835.5184250,-122.3967305,37.7960272,5.0070000
MsgID.LOCAL_VELOCITY,1521839835.5184250,8.8500000,0.7200000,0.1300000
MsgID.LOCAL_POSITION,1521839835.5186050,394.0838928,64.2411194,-5.0070438
MsgID.LOCAL_VELOCITY,1521839835.5186050,8.8543139,0.7213187,0.1322025
MsgID.GLOBAL_POSITION,1521839835.7685041,-122.3967294,37.7960463,4.9970000
MsgID.LOCAL_VELOCITY,1521839835.7685041,8.8600000,0.7400000,0.0600000
MsgID.LOCAL_POSITION,1521839835.7687769,396.2062683,64.3419418,-4.9973097
MsgID.LOCAL_VELOCITY,1521839835.7687769,8.8638201,0.7497012,0.0641915
MsgID.GLOBAL_POSITION,1521839836.0179908,-122.3967247,37.7960669,4.9900000
MsgID.LOCAL_VELOCITY,1521839836.0179908,8.8700000,0.7900000,-0.0100000
MsgID.LOCAL_POSITION,1521839836.0181880,398.5014343,64.7599182,-4.9900360
MsgID.LOCAL_VELOCITY,1521839836.0181880,8.8794918,0.7901633,-0.0191655
MsgID.STATE,1521839836.2302921,True,True
MsgID.GLOBAL_HOME,1521839836.2304740,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839836.2674971,-122.3967224,37.7960854,4.9900000
MsgID.LOCAL_VELOCITY,1521839836.2674971,8.8800000,0.7500000,-0.1000000
MsgID.LOCAL_POSITION,1521839836.2676978,400.5518494,64.9656982,-4.9900889
MsgID.LOCAL_VELOCITY,1521839836.2676978,8.8865719,0.7598670,-0.1059373
MsgID.GLOBAL_POSITION,1521839836.5188532,-122.3967213,37.7961089,4.9830000
MsgID.LOCAL_VELOCITY,1521839836.5188532,8.8700000,0.7200000,-0.1200000
MsgID.LOCAL_POSITION,1521839836.5190778,403.1607056,65.0644836,-4.9834404
MsgID.LOCAL_VELOCITY,1521839836.5190778,8.8764696,0.7256151,-0.1233646
MsgID.GLOBAL_POSITION,1521839836.7681742,-122.3967197,37.7961260,4.9880000
MsgID.LOCAL_VELOCITY,1521839836.7681742,8.8600000,0.7300000,-0.1200000
MsgID.LOCAL_POSITION,1521839836.7683990,405.0630493,65.2053833,-4.9883528
MsgID.LOCAL_VELOCITY,1521839836.7683990,8.8646269,0.7394093,-0.1208680
MsgID.GLOBAL_POSITION,1521839837.0179131,-122.3967177,37.7961462,4.9840000
MsgID.LOCAL_VELOCITY,1521839837.0179131,8.8400000,0.7600000,-0.0800000
MsgID.LOCAL_POSITION,1521839837.0180850,407.3092651,65.3795166,-4.9842253
MsgID.LOCAL_VELOCITY,1521839837.0180850,8.8469858,0.7675670,-0.0859131
MsgID.STATE,1521839837.2289860,True,True
MsgID.GLOBAL_HOME,1521839837.2292280,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839837.2690020,-122.3967150,37.7961648,4.9920000
MsgID.LOCAL_VELOCITY,1521839837.2690020,8.8500000,0.7900000,-0.1200000
MsgID.LOCAL_POSITION,1521839837.2693708,409.3727722,65.6242447,-4.9922881
MsgID.LOCAL_VELOCITY,1521839837.2693708,8.8586283,0.7924005,-0.1214677
MsgID.GLOBAL_POSITION,1521839837.5189490,-122.3967127,37.7961873,5.0040000
MsgID.LOCAL_VELOCITY,1521839837.5189490,8.3500000,0.7100000,-0.0600000
MsgID.LOCAL_POSITION,1521839837.5191219,411.8733826,65.8296585,-5.0049930
MsgID.LOCAL_VELOCITY,1521839837.5191219,8.3581009,0.7117806,-0.0611978
MsgID.GLOBAL_POSITION,1521839837.7684159,-122.3967097,37.7962039,5.0160000
MsgID.LOCAL_VELOCITY,1521839837.7684159,7.0800000,0.1400000,0.0700000
MsgID.LOCAL_POSITION,1521839837.7686629,413.7197876,66.0950623,-5.0166411
MsgID.LOCAL_VELOCITY,1521839837.7686629,7.0817919,0.1451667,0.0708176
MsgID.GLOBAL_POSITION,1521839838.0196621,-122.3967137,37.7962193,5.0150000
MsgID.LOCAL_VELOCITY,1521839838.0196621,6.6600000,-1.1300000,0.1700000
MsgID.LOCAL_POSITION,1521839838.0198350,415.4276123,65.7379913,-5.0155244
MsgID.LOCAL_VELOCITY,1521839838.0198350,6.6602945,-1.1340184,0.1780261
MsgID.STATE,1521839838.2300050,True,True
MsgID.GLOBAL_HOME,1521839838.2301800,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839838.2696221,-122.3967178,37.7962341,5.0220000
MsgID.LOCAL_VELOCITY,1521839838.2696221,6.4100000,-2.2800000,0.1400000
MsgID.LOCAL_POSITION,1521839838.2699361,417.0804138,65.3727417,-5.0228839
MsgID.LOCAL_VELOCITY,1521839838.2699361,6.4147635,-2.2854500,0.1452098
MsgID.GLOBAL_POSITION,1521839838.5192692,-122.3967245,37.7962501,5.0230000
MsgID.LOCAL_VELOCITY,1521839838.5192692,6.1400000,-3.4900000,0.1600000
MsgID.LOCAL_POSITION,1521839838.5194850,418.8502197,64.7777176,-5.0236516
MsgID.LOCAL_VELOCITY,1521839838.5194850,6.1400743,-3.4923222,0.1669664
MsgID.GLOBAL_POSITION,1521839838.7694421,-122.3967363,37.7962615,5.0210000
MsgID.LOCAL_VELOCITY,1521839838.7694421,6.0100000,-4.4400000,0.2200000
MsgID.LOCAL_POSITION,1521839838.7697432,420.1213989,63.7334023,-5.0210457
MsgID.LOCAL_VELOCITY,1521839838.7697432,6.0162978,-4.4472504,0.2282018
MsgID.GLOBAL_POSITION,1521839839.0184162,-122.3967514,37.7962745,5.0160000
MsgID.LOCAL_VELOCITY,1521839839.0184162,6.0400000,-5.5100000,0.1000000
MsgID.LOCAL_POSITION,1521839839.0185800,421.5651550,62.3836594,-5.0161839
MsgID.LOCAL_VELOCITY,1521839839.0185800,6.0404153,-5.5154986,0.1044009
MsgID.STATE,1521839839.2291160,True,True
MsgID.GLOBAL_HOME,1521839839.2293601,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839839.2688560,-122.3967670,37.7962890,5.0120000
MsgID.LOCAL_VELOCITY,1521839839.2688560,6.0900000,-6.0300000,0.1100000
MsgID.LOCAL_POSITION,1521839839.2691898,423.1781006,61.0014648,-5.0126891
MsgID.LOCAL_VELOCITY,1521839839.2691898,6.0949893,-6.0389342,0.1172410
MsgID.GLOBAL_POSITION,1521839839.5201979,-122.3967859,37.7963041,4.9930000
MsgID.LOCAL_VELOCITY,1521839839.5201979,6.1100000,-6.2900000,0.0900000
MsgID.LOCAL_POSITION,1521839839.5204601,424.8561096,59.3167992,-4.9932003
MsgID.LOCAL_VELOCITY,1521839839.5204601,6.1117077,-6.2957959,0.0924705
MsgID.GLOBAL_POSITION,1521839839.7695968,-122.3968024,37.7963173,4.9950000
MsgID.LOCAL_VELOCITY,1521839839.7695968,6.1200000,-6.4000000,-0.0400000
MsgID.LOCAL_POSITION,1521839839.7699289,426.3188171,57.8535614,-4.9950962
MsgID.LOCAL_VELOCITY,1521839839.7699289,6.1234765,-6.4094105,-0.0427904
MsgID.GLOBAL_POSITION,1521839840.0205851,-122.3968212,37.7963317,5.0050000
MsgID.LOCAL_VELOCITY,1521839840.0205851,6.0900000,-6.4200000,0.0500000
MsgID.LOCAL_POSITION,1521839840.0208158,427.9213257,56.1826668,-5.0058446
MsgID.LOCAL_VELOCITY,1521839840.0208158,6.0985675,-6.4262285,0.0511757
MsgID.STATE,1521839840.2310789,True,True
MsgID.GLOBAL_HOME,1521839840.2313271,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839840.2708240,-122.3968387,37.7963431,4.9920000
MsgID.LOCAL_VELOCITY,1521839840.2708240,6.0900000,-6.4400000,0.0300000
MsgID.LOCAL_POSITION,1521839840.2711511,429.1883850,54.6312790,-4.9929943
MsgID.LOCAL_VELOCITY,1521839840.2711511,6.0993395,-6.4424520,0.0364613
MsgID.GLOBAL_POSITION,1521839840.5204220,-122.3968587,37.7963572,4.9980000
MsgID.LOCAL_VELOCITY,1521839840.5204220,6.1100000,-6.4500000,-0.0200000
MsgID.LOCAL_POSITION,1521839840.5206552,430.7562866,52.8533096,-4.9988341
MsgID.LOCAL_VELOCITY,1521839840.5206552,6.1143680,-6.4530854,-0.0200125
MsgID.GLOBAL_POSITION,1521839840.7704310,-122.3968732,37.7963702,5.0040000
MsgID.LOCAL_VELOCITY,1521839840.7704310,6.1100000,-6.4500000,-0.0500000
MsgID.LOCAL_POSITION,1521839840.7707410,432.1961365,51.5583649,-5.0048704
MsgID.LOCAL_VELOCITY,1521839840.7707410,6.1199665,-6.4535451,-0.0514928
MsgID.GLOBAL_POSITION,1521839841.0193160,-122.3968927,37.7963866,5.0040000
MsgID.LOCAL_VELOCITY,1521839841.0193160,6.0900000,-6.4300000,0.0700000
MsgID.LOCAL_POSITION,1521839841.0194838,434.0180359,49.8309593,-5.0045290
MsgID.LOCAL_VELOCITY,1521839841.0194838,6.0946136,-6.4327474,0.0784652
MsgID.STATE,1521839841.2293792,True,True
MsgID.GLOBAL_HOME,1521839841.2296100,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839841.2710860,-122.3969113,37.7963991,4.9880000
MsgID.LOCAL_VELOCITY,1521839841.2710860,6.0900000,-6.4500000,0.0200000
MsgID.LOCAL_POSITION,1521839841.2713978,435.4097595,48.1698380,-4.9883614
MsgID.LOCAL_VELOCITY,1521839841.2713978,6.0985417,-6.4514642,0.0292287
MsgID.GLOBAL_POSITION,1521839841.5205910,-122.3969310,37.7964128,4.9930000
MsgID.LOCAL_VELOCITY,1521839841.5205910,6.1100000,-6.4700000,-0.0900000
MsgID.LOCAL_POSITION,1521839841.5208020,436.9347839,46.4254379,-4.9931526
MsgID.LOCAL_VELOCITY,1521839841.5208020,6.1199946,-6.4701395,-0.0986904
MsgID.LOCAL_POSITION,1521839841.7705710,438.3628845,45.0235023,-4.9936223
MsgID.LOCAL_VELOCITY,1521839841.7705710,6.1158404,-6.4613228,-0.1035671
MsgID.GLOBAL_POSITION,1521839841.7709219,-122.3969467,37.7964257,4.9930000
MsgID.LOCAL_VELOCITY,1521839841.7709219,6.1100000,-6.4600000,-0.1000000
MsgID.LOCAL_POSITION,1521839842.0200770,439.9894714,43.3569221,-4.9814157
MsgID.LOCAL_VELOCITY,1521839842.0200770,6.1126313,-6.4575357,-0.0922785
MsgID.GLOBAL_POSITION,1521839842.0203300,-122.3969655,37.7964403,4.9810000
MsgID.LOCAL_VELOCITY,1521839842.0203300,6.1100000,-6.4500000,-0.0900000
MsgID.STATE,1521839842.2292411,True,True
MsgID.GLOBAL_HOME,1521839842.2294550,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839842.2710171,-122.3969818,37.7964532,4.9810000
MsgID.LOCAL_VELOCITY,1521839842.2710171,6.1200000,-6.4600000,-0.1700000
MsgID.LOCAL_POSITION,1521839842.2712929,441.4177246,41.9103050,-4.9810190
MsgID.LOCAL_VELOCITY,1521839842.2712929,6.1233420,-6.4670615,-0.1764087
MsgID.GLOBAL_POSITION,1521839842.5200751,-122.3970031,37.7964678,4.9800000
MsgID.LOCAL_VELOCITY,1521839842.5200751,6.1100000,-6.4600000,-0.1400000
MsgID.LOCAL_POSITION,1521839842.5202701,443.0368042,40.0142059,-4.9809256
MsgID.LOCAL_VELOCITY,1521839842.5202701,6.1130419,-6.4605780,-0.1481553
MsgID.GLOBAL_POSITION,1521839842.7720478,-122.3970213,37.7964803,4.9850000
MsgID.LOCAL_VELOCITY,1521839842.7720478,6.1100000,-6.4500000,-0.1300000
MsgID.LOCAL_POSITION,1521839842.7723351,444.4279480,38.3930435,-4.9853878
MsgID.LOCAL_VELOCITY,1521839842.7723351,6.1138110,-6.4527836,-0.1301168
MsgID.GLOBAL_POSITION,1521839843.0220160,-122.3970386,37.7964949,4.9990000
MsgID.LOCAL_VELOCITY,1521839843.0220160,6.1100000,-6.4400000,-0.0900000
MsgID.LOCAL_POSITION,1521839843.0223141,446.0484924,36.8548088,-4.9997315
MsgID.LOCAL_VELOCITY,1521839843.0223141,6.1105433,-6.4436870,-0.0920518
MsgID.STATE,1521839843.2308302,True,True
MsgID.GLOBAL_HOME,1521839843.2310760,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839843.2719650,-122.3970547,37.7965092,5.0020000
MsgID.LOCAL_VELOCITY,1521839843.2719650,6.0900000,-6.4300000,0.0000000
MsgID.LOCAL_POSITION,1521839843.2722800,447.6496887,35.4199715,-5.0021334
MsgID.LOCAL_VELOCITY,1521839843.2722800,6.0976186,-6.4341607,-0.0054863
MsgID.GLOBAL_POSITION,1521839843.5212841,-122.3970752,37.7965242,4.9930000
MsgID.LOCAL_VELOCITY,1521839843.5212841,6.0900000,-6.4400000,0.0100000
MsgID.LOCAL_POSITION,1521839843.5214570,449.3112793,33.6062813,-4.9934626
MsgID.LOCAL_VELOCITY,1521839843.5214570,6.0937767,-6.4452186,0.0166359
MsgID.GLOBAL_POSITION,1521839843.7721851,-122.3970926,37.7965353,4.9890000
MsgID.LOCAL_VELOCITY,1521839843.7721851,6.0900000,-6.4500000,0.0200000
MsgID.LOCAL_POSITION,1521839843.7725890,450.5468750,32.0582199,-4.9899344
MsgID.LOCAL_VELOCITY,1521839843.7725890,6.0942621,-6.4511557,0.0295005
MsgID.GLOBAL_POSITION,1521839844.0205040,-122.3971125,37.7965495,4.9930000
MsgID.LOCAL_VELOCITY,1521839844.0205040,6.1100000,-6.4500000,0.0000000
MsgID.LOCAL_POSITION,1521839844.0206878,452.1196899,30.2902546,-4.9939170
MsgID.LOCAL_VELOCITY,1521839844.0206878,6.1105070,-6.4554892,-0.0033537
MsgID.STATE,1521839844.2296309,True,True
MsgID.GLOBAL_HOME,1521839844.2298770,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839844.2712970,-122.3971289,37.7965643,4.9980000
MsgID.LOCAL_VELOCITY,1521839844.2712970,6.1000000,-6.4300000,0.0300000
MsgID.LOCAL_POSITION,1521839844.2716150,453.7605286,28.8296909,-4.9984779
MsgID.LOCAL_VELOCITY,1521839844.2716150,6.1094766,-6.4399314,0.0344546
MsgID.GLOBAL_POSITION,1521839844.5222740,-122.3971476,37.7965791,4.9850000
MsgID.LOCAL_VELOCITY,1521839844.5222740,6.1100000,-6.4600000,-0.0200000
MsgID.LOCAL_POSITION,1521839844.5226879,455.4095764,27.1718693,-4.9855003
MsgID.LOCAL_VELOCITY,1521839844.5226879,6.1128592,-6.4603729,-0.0290458
MsgID.GLOBAL_POSITION,1521839844.7714260,-122.3971665,37.7965916,4.9980000
MsgID.LOCAL_VELOCITY,1521839844.7714260,6.1100000,-6.4700000,-0.0900000
MsgID.LOCAL_POSITION,1521839844.7717462,456.8025818,25.4907322,-4.9980755
MsgID.LOCAL_VELOCITY,1521839844.7717462,6.1183500,-6.4749207,-0.0912006
MsgID.GLOBAL_POSITION,1521839845.0219150,-122.3971849,37.7966053,4.9980000
MsgID.LOCAL_VELOCITY,1521839845.0219150,6.0900000,-6.4400000,0.0300000
MsgID.LOCAL_POSITION,1521839845.0221050,458.3171692,23.8564415,-4.9988303
MsgID.LOCAL_VELOCITY,1521839845.0221050,6.0971489,-6.4434295,0.0305091
MsgID.STATE,1521839845.2307250,True,True
MsgID.GLOBAL_HOME,1521839845.2309570,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839845.2723231,-122.3972014,37.7966189,5.0050000
MsgID.LOCAL_VELOCITY,1521839845.2723231,6.1000000,-6.4400000,0.0000000
MsgID.LOCAL_POSITION,1521839845.2725880,459.8338318,22.3867741,-5.0058818
MsgID.LOCAL_VELOCITY,1521839845.2725880,6.1074181,-6.4475117,0.0074814
MsgID.GLOBAL_POSITION,1521839845.5225139,-122.3972204,37.7966334,5.0140000
MsgID.LOCAL_VELOCITY,1521839845.5225139,6.0900000,-6.4300000,0.0700000
MsgID.LOCAL_POSITION,1521839845.5226991,461.4381104,20.7018375,-5.0145416
MsgID.LOCAL_VELOCITY,1521839845.5226991,6.0994983,-6.4358873,0.0780089
MsgID.GLOBAL_POSITION,1521839845.7717550,-122.3972371,37.7966457,5.0180000
MsgID.LOCAL_VELOCITY,1521839845.7717550,6.0800000,-6.4200000,0.1600000
MsgID.LOCAL_POSITION,1521839845.7720609,462.8100281,19.2100792,-5.0183039
MsgID.LOCAL_VELOCITY,1521839845.7720609,6.0857487,-6.4254174,0.1683841
MsgID.GLOBAL_POSITION,1521839846.0226150,-122.3972579,37.7966587,5.0120000
MsgID.LOCAL_VELOCITY,1521839846.0226150,6.0900000,-6.4200000,0.1800000
MsgID.LOCAL_POSITION,1521839846.0228450,464.2514038,17.3692894,-5.0123000
MsgID.LOCAL_VELOCITY,1521839846.0228450,6.0917768,-6.4278612,0.1855622
MsgID.STATE,1521839846.2313211,True,True
MsgID.GLOBAL_HOME,1521839846.2315361,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839846.2730591,-122.3972748,37.7966726,5.0100000
MsgID.LOCAL_VELOCITY,1521839846.2730591,6.1100000,-6.4200000,0.1800000
MsgID.LOCAL_POSITION,1521839846.2733021,465.7993469,15.8646355,-5.0109973
MsgID.LOCAL_VELOCITY,1521839846.2733021,6.1102796,-6.4262676,0.1831261
MsgID.GLOBAL_POSITION,1521839846.5238199,-122.3972928,37.7966875,5.0080000
MsgID.LOCAL_VELOCITY,1521839846.5238199,6.1200000,-6.4300000,0.1200000
MsgID.LOCAL_POSITION,1521839846.5240750,467.4583435,14.2636242,-5.0081463
MsgID.LOCAL_VELOCITY,1521839846.5240750,6.1256762,-6.4372501,0.1258146
MsgID.GLOBAL_POSITION,1521839846.7721200,-122.3973095,37.7967006,5.0040000
MsgID.LOCAL_VELOCITY,1521839846.7721200,6.1200000,-6.4500000,0.0700000
MsgID.LOCAL_POSITION,1521839846.7724328,468.9078979,12.7782507,-5.0040522
MsgID.LOCAL_VELOCITY,1521839846.7724328,6.1275692,-6.4520149,0.0701724
MsgID.GLOBAL_POSITION,1521839847.0223160,-122.3973269,37.7967138,5.0010000
MsgID.LOCAL_VELOCITY,1521839847.0223160,6.1200000,-6.4500000,0.0200000
MsgID.LOCAL_POSITION,1521839847.0225012,470.3725586,11.2312727,-5.0017800
MsgID.LOCAL_VELOCITY,1521839847.0225012,6.1220236,-6.4553113,0.0263210
MsgID.STATE,1521839847.2318220,True,True
MsgID.GLOBAL_HOME,1521839847.2320969,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839847.2736399,-122.3973453,37.7967273,5.0020000
MsgID.LOCAL_VELOCITY,1521839847.2736399,6.1300000,-6.4700000,-0.0700000
MsgID.LOCAL_POSITION,1521839847.2739160,471.8798523,9.5933475,-5.0024190
MsgID.LOCAL_VELOCITY,1521839847.2739160,6.1316075,-6.4705868,-0.0799355
